Symbol,Date,Time,Bid Price,Bid Exchange,Bid Size,Ask Price,Ask Exchange,Ask Size
NTLS,03/03/2014,09:30:00.198,13.82,T,1,13.94,T,2
NTLS,03/03/2014,09:30:00.198,13.82,T,2,13.94,T,2
NTLS,03/03/2014,09:30:03.456,13.82,T,1,13.94,T,2
NTLS,03/03/2014,09:30:03.845,13.9,K,2,13.94,T,2
NTLS,03/03/2014,09:30:12.313,13.9,K,2,13.93,T,1
NTLS,03/03/2014,09:30:12.313,13.9,K,1,13.93,T,1
NTLS,03/03/2014,09:30:12.313,13.88,Z,1,13.93,T,1
NTLS,03/03/2014,09:30:13.983,13.88,Z,1,13.94,T,2
NTLS,03/03/2014,09:30:18.012,13.88,Z,1,13.94,T,3
NTLS,03/03/2014,09:30:19.719,13.87,T,2,13.94,T,3
NTLS,03/03/2014,09:30:19.722,13.87,T,1,13.94,T,3
NTLS,03/03/2014,09:30:19.722,13.85,T,3,13.94,T,3
NTLS,03/03/2014,09:30:19.722,13.85,T,2,13.94,T,3
NTLS,03/03/2014,09:30:25.638,13.85,T,1,13.94,T,3
NTLS,03/03/2014,09:30:26.331,13.85,T,1,13.94,T,2
NTLS,03/03/2014,09:30:28.629,13.85,B,1,13.94,T,2
NTLS,03/03/2014,09:30:30.224,13.85,B,1,13.94,T,3
NTLS,03/03/2014,09:30:30.229,13.84,T,2,13.94,T,3
NTLS,03/03/2014,09:30:30.267,13.84,T,2,13.93,T,1
NTLS,03/03/2014,09:30:32.341,13.84,T,2,13.93,T,2
NTLS,03/03/2014,09:30:33.487,13.84,T,1,13.93,T,2
NTLS,03/03/2014,09:30:59.309,13.84,T,1,13.92,T,1
NTLS,03/03/2014,09:30:59.310,13.84,T,1,13.92,T,2
NTLS,03/03/2014,09:30:59.397,13.84,T,1,13.92,T,3
NTLS,03/03/2014,09:31:00.155,13.84,T,1,13.92,T,2
NTLS,03/03/2014,09:31:01.131,13.84,T,1,13.92,T,1
NTLS,03/03/2014,09:31:01.131,13.84,T,1,13.92,B,1
NTLS,03/03/2014,09:31:01.131,13.84,T,1,13.92,X,1
NTLS,03/03/2014,09:31:01.133,13.82,T,1,13.92,X,1
NTLS,03/03/2014,09:31:01.199,13.82,T,1,13.84,Z,1
NTLS,03/03/2014,09:31:01.200,13.82,T,1,13.92,X,1
NTLS,03/03/2014,09:31:01.206,13.82,T,1,13.91,T,1
NTLS,03/03/2014,09:31:06.003,13.82,T,1,13.91,T,2
NTLS,03/03/2014,09:31:08.164,13.82,T,1,13.91,T,3
NTLS,03/03/2014,09:31:15.161,13.82,T,1,13.9,T,1
NTLS,03/03/2014,09:31:15.588,13.82,T,1,13.9,T,2
NTLS,03/03/2014,09:31:16.161,13.82,T,1,13.9,T,1
NTLS,03/03/2014,09:31:38.934,13.82,T,1,13.89,P,1
NTLS,03/03/2014,09:31:38.935,13.82,T,1,13.87,P,1
NTLS,03/03/2014,09:32:00.292,13.82,T,1,13.87,P,2
NTLS,03/03/2014,09:32:07.015,13.82,T,1,13.86,T,1
NTLS,03/03/2014,09:32:07.017,13.82,T,1,13.85,P,1
NTLS,03/03/2014,09:32:12.447,13.81,K,1,13.85,P,1
NTLS,03/03/2014,09:32:12.447,13.81,K,1,13.84,T,1
NTLS,03/03/2014,09:32:12.450,13.81,Z,1,13.84,T,1
NTLS,03/03/2014,09:32:12.450,13.81,Z,1,13.85,P,1
NTLS,03/03/2014,09:32:12.451,13.81,Z,1,13.84,T,1
NTLS,03/03/2014,09:32:12.462,13.81,P,1,13.84,T,1
NTLS,03/03/2014,09:32:12.520,13.81,P,1,13.84,T,2
NTLS,03/03/2014,09:32:12.618,13.8,K,10,13.84,T,2
NTLS,03/03/2014,09:32:13.760,13.8,K,10,13.83,P,1
NTLS,03/03/2014,09:32:21.306,13.8,K,10,13.82,T,1
NTLS,03/03/2014,09:32:21.311,13.8,K,10,13.82,T,2
NTLS,03/03/2014,09:32:25.122,13.8,K,10,13.81,T,1
NTLS,03/03/2014,09:32:25.122,13.78,T,3,13.81,T,1
NTLS,03/03/2014,09:32:25.122,13.78,T,2,13.81,T,1
NTLS,03/03/2014,09:32:25.134,13.78,T,2,13.82,T,2
NTLS,03/03/2014,09:32:25.134,13.78,T,2,13.81,P,1
NTLS,03/03/2014,09:32:25.136,13.78,T,2,13.82,T,2
NTLS,03/03/2014,09:32:25.185,13.78,T,2,13.8,T,1
NTLS,03/03/2014,09:32:25.268,13.78,T,2,13.8,T,2
NTLS,03/03/2014,09:32:27.786,13.78,T,2,13.79,Z,1
NTLS,03/03/2014,09:32:27.786,13.78,T,1,13.79,Z,1
NTLS,03/03/2014,09:32:27.787,13.78,P,1,13.79,Z,1
NTLS,03/03/2014,09:32:27.788,13.77,T,2,13.79,Z,1
NTLS,03/03/2014,09:32:27.858,13.77,T,2,13.78,T,1
NTLS,03/03/2014,09:32:27.868,13.77,T,2,13.78,T,2
NTLS,03/03/2014,09:32:30.951,13.77,T,1,13.78,T,2
NTLS,03/03/2014,09:32:33.174,13.77,P,1,13.78,T,2
NTLS,03/03/2014,09:32:33.174,13.77,P,1,13.78,T,3
NTLS,03/03/2014,09:32:33.174,13.77,P,1,13.78,T,4
NTLS,03/03/2014,09:32:33.175,13.76,T,3,13.78,T,4
NTLS,03/03/2014,09:32:33.176,13.76,T,3,13.77,T,1
NTLS,03/03/2014,09:32:33.176,13.76,T,3,13.77,T,2
NTLS,03/03/2014,09:32:33.176,13.76,T,3,13.77,T,1
NTLS,03/03/2014,09:32:33.176,13.76,T,3,13.78,T,2
NTLS,03/03/2014,09:32:33.177,13.76,T,3,13.78,T,1
NTLS,03/03/2014,09:32:33.181,13.76,T,3,13.77,T,1
NTLS,03/03/2014,09:32:35.110,13.76,T,3,13.77,T,2
NTLS,03/03/2014,09:32:42.341,13.76,T,3,13.77,T,1
NTLS,03/03/2014,09:32:42.341,13.76,T,3,13.77,Z,2
NTLS,03/03/2014,09:32:42.341,13.76,T,4,13.77,Z,2
NTLS,03/03/2014,09:32:42.342,13.76,T,4,13.77,Z,1
NTLS,03/03/2014,09:32:42.342,13.76,T,4,13.77,P,1
NTLS,03/03/2014,09:32:42.342,13.76,T,4,13.82,T,1
NTLS,03/03/2014,09:32:42.343,13.77,T,1,13.82,T,1
NTLS,03/03/2014,09:32:42.371,13.76,T,3,13.82,T,1
NTLS,03/03/2014,09:32:43.762,13.76,T,3,13.81,P,1
NTLS,03/03/2014,09:33:01.322,13.76,T,3,13.81,T,10
NTLS,03/03/2014,09:33:01.391,13.76,T,3,13.8,T,1
NTLS,03/03/2014,09:33:01.393,13.76,T,3,13.8,T,2
NTLS,03/03/2014,09:33:01.396,13.76,T,3,13.8,T,3
NTLS,03/03/2014,09:33:08.505,13.76,T,3,13.8,T,6
NTLS,03/03/2014,09:33:11.019,13.76,T,3,13.79,T,1
NTLS,03/03/2014,09:33:11.444,13.76,T,3,13.79,T,8
NTLS,03/03/2014,09:33:18.627,13.76,T,3,13.79,T,7
NTLS,03/03/2014,09:33:18.627,13.76,T,3,13.79,T,6
NTLS,03/03/2014,09:33:18.627,13.76,T,3,13.79,T,4
NTLS,03/03/2014,09:33:20.308,13.76,T,3,13.78,T,1
NTLS,03/03/2014,09:33:21.243,13.76,T,3,13.78,T,2
NTLS,03/03/2014,09:33:23.753,13.76,Z,1,13.78,T,2
NTLS,03/03/2014,09:33:23.753,13.76,Z,1,13.77,T,1
NTLS,03/03/2014,09:33:23.754,13.75,T,1,13.77,T,1
NTLS,03/03/2014,09:33:23.754,13.75,T,1,13.77,T,2
NTLS,03/03/2014,09:33:23.754,13.75,T,1,13.76,T,1
NTLS,03/03/2014,09:33:23.761,13.73,T,1,13.76,T,1
NTLS,03/03/2014,09:33:23.761,13.73,T,1,13.75,T,1
NTLS,03/03/2014,09:33:23.761,13.73,T,1,13.75,T,2
NTLS,03/03/2014,09:33:23.771,13.73,T,1,13.75,T,1
NTLS,03/03/2014,09:33:23.771,13.73,T,1,13.76,T,4
NTLS,03/03/2014,09:33:23.771,13.73,T,1,13.76,T,3
NTLS,03/03/2014,09:33:23.771,13.74,Z,1,13.76,T,3
NTLS,03/03/2014,09:33:23.772,13.75,Z,1,13.76,T,3
NTLS,03/03/2014,09:33:23.775,13.75,Z,1,13.76,T,2
NTLS,03/03/2014,09:33:23.776,13.75,Z,1,13.76,T,1
NTLS,03/03/2014,09:33:23.776,13.75,Z,1,13.77,T,1
NTLS,03/03/2014,09:33:23.776,13.75,Z,1,13.77,T,2
NTLS,03/03/2014,09:33:23.778,13.75,Z,1,13.77,T,4
NTLS,03/03/2014,09:33:23.780,13.75,Z,1,13.77,T,2
NTLS,03/03/2014,09:33:23.780,13.75,Z,1,13.76,T,1
NTLS,03/03/2014,09:33:29.063,13.75,Z,1,13.77,T,2
NTLS,03/03/2014,09:33:29.066,13.75,Z,1,13.77,T,1
NTLS,03/03/2014,09:33:29.067,13.75,Z,1,13.78,T,2
NTLS,03/03/2014,09:33:29.067,13.75,Z,1,13.78,T,3
NTLS,03/03/2014,09:33:29.067,13.75,Z,1,13.78,T,4
NTLS,03/03/2014,09:33:29.074,13.75,P,1,13.78,T,4
NTLS,03/03/2014,09:33:29.202,13.73,T,1,13.78,T,4
NTLS,03/03/2014,09:33:29.206,13.73,T,1,13.75,Z,1
NTLS,03/03/2014,09:33:29.807,13.7,T,3,13.75,Z,1
NTLS,03/03/2014,09:33:29.807,13.71,B,1,13.75,Z,1
NTLS,03/03/2014,09:33:29.828,13.71,B,1,13.74,T,1
NTLS,03/03/2014,09:33:29.872,13.71,B,1,13.74,T,2
NTLS,03/03/2014,09:33:32.280,13.71,B,1,13.74,T,3
NTLS,03/03/2014,09:33:32.345,13.7,T,3,13.74,T,3
NTLS,03/03/2014,09:33:32.825,13.7,T,3,13.74,T,2
NTLS,03/03/2014,09:33:32.832,13.7,T,3,13.74,T,1
NTLS,03/03/2014,09:33:34.977,13.7,T,3,13.73,T,1
NTLS,03/03/2014,09:33:51.758,13.7,T,3,13.73,T,2
NTLS,03/03/2014,09:33:57.642,13.7,T,3,13.73,T,3
NTLS,03/03/2014,09:33:58.387,13.7,T,3,13.73,T,2
NTLS,03/03/2014,09:33:58.388,13.7,T,3,13.73,T,1
NTLS,03/03/2014,09:33:58.388,13.7,T,3,13.73,P,1
NTLS,03/03/2014,09:33:58.388,13.71,T,1,13.73,P,1
NTLS,03/03/2014,09:33:58.389,13.71,T,1,13.78,T,1
NTLS,03/03/2014,09:33:58.389,13.72,Z,1,13.78,T,1
NTLS,03/03/2014,09:33:58.397,13.72,Z,1,13.78,K,2
NTLS,03/03/2014,09:33:58.397,13.72,Z,1,13.78,K,1
NTLS,03/03/2014,09:33:58.397,13.72,Z,1,13.79,T,4
NTLS,03/03/2014,09:33:58.400,13.72,Z,1,13.78,T,1
NTLS,03/03/2014,09:33:58.403,13.72,Z,1,13.78,B,1
NTLS,03/03/2014,09:33:58.403,13.72,Z,1,13.79,T,4
NTLS,03/03/2014,09:33:58.404,13.72,Z,1,13.79,T,3
NTLS,03/03/2014,09:33:58.412,13.72,Z,1,13.79,T,2
NTLS,03/03/2014,09:33:58.461,13.72,Z,1,13.79,B,1
NTLS,03/03/2014,09:33:59.146,13.72,Z,1,13.78,T,1
NTLS,03/03/2014,09:33:59.913,13.72,Z,2,13.78,T,1
NTLS,03/03/2014,09:34:02.813,13.72,Z,2,13.77,Z,1
NTLS,03/03/2014,09:34:09.737,13.72,Z,1,13.77,Z,1
NTLS,03/03/2014,09:34:10.541,13.72,Z,2,13.77,Z,1
NTLS,03/03/2014,09:34:14.272,13.74,K,6,13.77,Z,1
NTLS,03/03/2014,09:34:14.703,13.76,K,1,13.77,Z,1
NTLS,03/03/2014,09:34:14.705,13.74,K,6,13.77,Z,1
NTLS,03/03/2014,09:35:01.332,13.74,K,6,13.76,T,1
NTLS,03/03/2014,09:35:04.803,13.74,K,6,13.75,P,2
NTLS,03/03/2014,09:35:04.804,13.74,K,5,13.75,P,2
NTLS,03/03/2014,09:35:04.804,13.72,T,1,13.75,P,2
NTLS,03/03/2014,09:35:04.807,13.72,T,1,13.74,K,6
NTLS,03/03/2014,09:35:04.929,13.72,T,1,13.74,K,7
NTLS,03/03/2014,09:35:06.290,13.72,T,1,13.74,K,1
NTLS,03/03/2014,09:35:08.120,13.72,T,2,13.74,K,1
NTLS,03/03/2014,09:35:15.099,13.72,T,1,13.74,K,1
NTLS,03/03/2014,09:35:20.008,13.72,Z,1,13.74,K,1
NTLS,03/03/2014,09:36:09.822,13.72,Z,1,13.73,T,1
NTLS,03/03/2014,09:36:09.824,13.72,Z,1,13.74,T,3
NTLS,03/03/2014,09:36:09.824,13.73,T,1,13.74,T,3
NTLS,03/03/2014,09:36:09.824,13.73,T,2,13.74,T,3
NTLS,03/03/2014,09:36:09.824,13.73,T,3,13.74,T,3
NTLS,03/03/2014,09:36:09.824,13.73,T,3,13.74,T,2
NTLS,03/03/2014,09:36:09.824,13.73,T,3,13.74,T,1
NTLS,03/03/2014,09:36:09.824,13.73,T,3,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,4,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,5,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,6,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,7,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,8,13.74,Z,2
NTLS,03/03/2014,09:36:09.825,13.73,T,8,13.74,K,1
NTLS,03/03/2014,09:36:09.826,13.73,T,8,13.74,P,1
NTLS,03/03/2014,09:36:09.831,13.73,T,7,13.74,P,1
NTLS,03/03/2014,09:36:09.833,13.73,T,6,13.74,P,1
NTLS,03/03/2014,09:36:09.833,13.73,T,7,13.74,P,1
NTLS,03/03/2014,09:36:09.833,13.73,T,6,13.74,P,1
NTLS,03/03/2014,09:36:09.839,13.73,T,5,13.74,P,1
NTLS,03/03/2014,09:36:09.839,13.73,T,4,13.74,P,1
NTLS,03/03/2014,09:36:09.851,13.73,T,4,13.75,K,1
NTLS,03/03/2014,09:36:09.872,13.73,T,4,13.75,P,1
NTLS,03/03/2014,09:36:09.881,13.73,T,4,13.76,T,2
NTLS,03/03/2014,09:36:13.134,13.73,T,4,13.76,T,1
NTLS,03/03/2014,09:36:13.143,13.73,T,4,13.77,K,1
NTLS,03/03/2014,09:36:13.849,13.73,T,4,13.76,P,2
NTLS,03/03/2014,09:36:13.868,13.73,T,4,13.76,P,3
NTLS,03/03/2014,09:36:18.894,13.73,T,6,13.76,P,3
NTLS,03/03/2014,09:36:24.740,13.74,T,1,13.76,P,3
NTLS,03/03/2014,09:36:24.740,13.74,T,2,13.76,P,3
NTLS,03/03/2014,09:36:24.741,13.74,T,2,13.77,K,2
NTLS,03/03/2014,09:36:24.743,13.76,P,1,13.77,K,2
NTLS,03/03/2014,09:36:24.744,13.76,P,1,13.77,Z,1
NTLS,03/03/2014,09:36:24.744,13.76,P,1,13.77,C,1
NTLS,03/03/2014,09:36:24.745,13.76,P,1,13.78,T,1
NTLS,03/03/2014,09:36:24.747,13.76,P,1,13.77,T,1
NTLS,03/03/2014,09:36:24.750,13.76,P,1,13.78,T,1
NTLS,03/03/2014,09:36:24.755,13.76,P,1,13.77,P,1
NTLS,03/03/2014,09:36:24.757,13.76,P,1,13.78,T,1
NTLS,03/03/2014,09:36:24.775,13.76,P,1,13.81,P,1
NTLS,03/03/2014,09:36:24.782,13.76,P,1,13.81,P,2
NTLS,03/03/2014,09:36:24.784,13.76,P,1,13.81,P,1
NTLS,03/03/2014,09:36:28.848,13.76,P,1,13.8,P,1
NTLS,03/03/2014,09:36:33.991,13.76,P,1,13.8,P,2
NTLS,03/03/2014,09:36:33.993,13.76,P,1,13.8,P,1
NTLS,03/03/2014,09:36:34.009,13.76,P,1,13.8,P,2
NTLS,03/03/2014,09:36:34.019,13.76,P,1,13.8,P,3
NTLS,03/03/2014,09:36:34.019,13.76,P,1,13.8,P,2
NTLS,03/03/2014,09:36:34.048,13.76,P,1,13.79,T,1
NTLS,03/03/2014,09:36:36.477,13.76,P,2,13.79,T,1
NTLS,03/03/2014,09:36:49.761,13.76,P,2,13.79,T,2
NTLS,03/03/2014,09:36:51.639,13.77,T,1,13.79,T,2
NTLS,03/03/2014,09:36:51.639,13.77,T,2,13.79,T,2
NTLS,03/03/2014,09:36:51.644,13.77,T,2,13.79,T,1
NTLS,03/03/2014,09:36:53.891,13.77,T,2,13.79,P,1
NTLS,03/03/2014,09:36:53.891,13.78,T,1,13.79,P,1
NTLS,03/03/2014,09:36:53.909,13.78,Z,2,13.79,P,1
NTLS,03/03/2014,09:36:55.174,13.78,Z,2,13.79,P,2
NTLS,03/03/2014,09:36:55.175,13.78,Z,2,13.79,P,1
NTLS,03/03/2014,09:36:55.198,13.78,Z,2,13.79,P,2
NTLS,03/03/2014,09:36:55.200,13.78,Z,2,13.79,P,1
NTLS,03/03/2014,09:36:57.648,13.78,Z,2,13.8,T,1
NTLS,03/03/2014,09:36:57.648,13.79,T,1,13.8,T,1
NTLS,03/03/2014,09:36:57.648,13.79,T,2,13.8,T,1
NTLS,03/03/2014,09:36:57.733,13.79,T,1,13.8,T,1
NTLS,03/03/2014,09:36:57.733,13.79,Z,2,13.8,T,1
NTLS,03/03/2014,09:36:59.220,13.79,Z,2,13.8,P,1
NTLS,03/03/2014,09:36:59.222,13.79,Z,2,13.81,Z,1
NTLS,03/03/2014,09:36:59.222,13.8,T,1,13.81,Z,1
NTLS,03/03/2014,09:36:59.223,13.8,T,2,13.81,Z,1
NTLS,03/03/2014,09:36:59.223,13.8,T,3,13.81,Z,1
NTLS,03/03/2014,09:36:59.223,13.8,T,2,13.81,Z,1
NTLS,03/03/2014,09:36:59.223,13.8,T,1,13.81,Z,1
NTLS,03/03/2014,09:36:59.223,13.79,Z,2,13.81,Z,1
NTLS,03/03/2014,09:36:59.227,13.8,Z,1,13.81,Z,1
NTLS,03/03/2014,09:36:59.227,13.8,Z,2,13.81,Z,1
NTLS,03/03/2014,09:36:59.238,13.8,Z,1,13.81,Z,1
NTLS,03/03/2014,09:36:59.335,13.79,P,1,13.81,Z,1
NTLS,03/03/2014,09:36:59.335,13.79,P,1,13.8,T,1
NTLS,03/03/2014,09:36:59.335,13.79,P,1,13.8,T,2
NTLS,03/03/2014,09:36:59.335,13.79,P,1,13.8,T,1
NTLS,03/03/2014,09:36:59.422,13.79,P,1,13.8,T,2
NTLS,03/03/2014,09:36:59.485,13.79,P,1,13.8,T,1
NTLS,03/03/2014,09:37:01.608,13.79,P,1,13.81,P,1
NTLS,03/03/2014,09:37:01.608,13.8,T,1,13.81,P,1
NTLS,03/03/2014,09:37:01.608,13.8,T,2,13.81,P,1
NTLS,03/03/2014,09:37:01.608,13.8,T,3,13.81,P,1
NTLS,03/03/2014,09:37:01.608,13.8,T,4,13.81,P,1
NTLS,03/03/2014,09:37:01.608,13.8,T,5,13.81,P,1
NTLS,03/03/2014,09:37:01.610,13.8,T,4,13.81,P,1
NTLS,03/03/2014,09:37:01.624,13.8,T,4,13.81,P,2
NTLS,03/03/2014,09:37:01.625,13.8,T,4,13.81,P,1
NTLS,03/03/2014,09:37:01.647,13.8,T,4,13.81,P,2
NTLS,03/03/2014,09:37:01.648,13.8,T,4,13.81,P,1
NTLS,03/03/2014,09:37:01.674,13.8,T,3,13.81,P,1
NTLS,03/03/2014,09:37:01.694,13.8,T,2,13.81,P,1
NTLS,03/03/2014,09:37:01.750,13.8,T,1,13.81,P,1
NTLS,03/03/2014,09:37:01.750,13.79,P,1,13.81,P,1
NTLS,03/03/2014,09:37:01.750,13.79,P,1,13.8,T,1
NTLS,03/03/2014,09:37:01.750,13.79,P,1,13.8,T,2
NTLS,03/03/2014,09:37:01.750,13.79,P,1,13.8,T,3
NTLS,03/03/2014,09:37:01.750,13.79,P,1,13.8,T,5
NTLS,03/03/2014,09:37:01.752,13.79,P,1,13.8,T,6
NTLS,03/03/2014,09:37:01.752,13.79,P,1,13.79,T,1
NTLS,03/03/2014,09:37:01.752,13.79,P,1,13.79,T,2
NTLS,03/03/2014,09:37:01.752,13.79,P,1,13.79,T,3
NTLS,03/03/2014,09:37:01.753,13.77,T,1,13.79,T,3
NTLS,03/03/2014,09:37:01.755,13.77,T,1,13.79,T,2
NTLS,03/03/2014,09:37:01.905,13.77,T,1,13.79,T,1
NTLS,03/03/2014,09:37:01.905,13.77,T,1,13.79,P,1
NTLS,03/03/2014,09:37:01.906,13.77,T,1,13.8,T,3
NTLS,03/03/2014,09:37:02.431,13.77,T,1,13.8,T,1
NTLS,03/03/2014,09:37:02.431,13.77,T,1,13.8,P,1
NTLS,03/03/2014,09:37:02.445,13.77,T,1,13.81,Z,1
NTLS,03/03/2014,09:37:03.874,13.77,T,1,13.8,T,1
NTLS,03/03/2014,09:37:03.874,13.77,T,1,13.8,T,2
NTLS,03/03/2014,09:37:05.365,13.77,T,1,13.8,T,3
NTLS,03/03/2014,09:37:05.505,13.76,T,6,13.8,T,3
NTLS,03/03/2014,09:37:05.572,13.76,T,6,13.79,T,1
NTLS,03/03/2014,09:37:05.572,13.76,T,6,13.79,T,2
NTLS,03/03/2014,09:37:05.576,13.76,T,7,13.79,T,2
NTLS,03/03/2014,09:37:06.286,13.77,T,1,13.79,T,2
NTLS,03/03/2014,09:37:07.842,13.77,T,1,13.79,T,1
NTLS,03/03/2014,09:37:07.842,13.77,T,1,13.8,T,4
NTLS,03/03/2014,09:37:07.843,13.78,T,1,13.8,T,4
NTLS,03/03/2014,09:37:07.843,13.78,T,2,13.8,T,4
NTLS,03/03/2014,09:37:07.843,13.78,T,2,13.8,T,3
NTLS,03/03/2014,09:37:07.843,13.78,T,1,13.8,T,3
NTLS,03/03/2014,09:37:07.843,13.77,T,1,13.8,T,3
NTLS,03/03/2014,09:37:14.796,13.77,T,1,13.8,T,2
NTLS,03/03/2014,09:37:15.901,13.77,T,1,13.8,T,1
NTLS,03/03/2014,09:37:15.901,13.77,T,1,13.81,P,1
NTLS,03/03/2014,09:37:15.901,13.78,T,1,13.81,P,1
NTLS,03/03/2014,09:37:15.901,13.78,T,2,13.81,P,1
NTLS,03/03/2014,09:37:15.915,13.78,T,2,13.81,P,2
NTLS,03/03/2014,09:37:15.917,13.78,T,2,13.81,P,1
NTLS,03/03/2014,09:37:15.939,13.78,T,2,13.81,P,2
NTLS,03/03/2014,09:37:15.941,13.78,T,2,13.81,P,1
NTLS,03/03/2014,09:37:15.971,13.78,T,2,13.8,T,1
NTLS,03/03/2014,09:37:15.971,13.78,T,2,13.8,T,2
NTLS,03/03/2014,09:37:15.971,13.78,T,1,13.8,T,2
NTLS,03/03/2014,09:37:15.971,13.78,Z,1,13.8,T,2
NTLS,03/03/2014,09:37:16.120,13.78,Z,1,13.8,T,1
NTLS,03/03/2014,09:37:22.892,13.78,Z,1,13.81,K,1
NTLS,03/03/2014,09:37:22.897,13.78,Z,1,13.81,P,1
NTLS,03/03/2014,09:37:22.901,13.78,Z,1,13.82,K,1
NTLS,03/03/2014,09:37:22.908,13.78,Z,1,13.83,C,1
NTLS,03/03/2014,09:37:22.909,13.78,Z,1,13.84,K,1
NTLS,03/03/2014,09:37:22.912,13.78,Z,1,13.87,T,2
NTLS,03/03/2014,09:37:22.913,13.78,Z,1,13.81,Z,1
NTLS,03/03/2014,09:37:22.916,13.78,Z,1,13.82,T,2
NTLS,03/03/2014,09:37:22.916,13.78,Z,1,13.82,T,1
NTLS,03/03/2014,09:37:22.916,13.78,Z,1,13.87,T,3
NTLS,03/03/2014,09:37:22.917,13.78,Z,1,13.87,T,2
NTLS,03/03/2014,09:37:22.917,13.78,Z,1,13.87,T,1
NTLS,03/03/2014,09:37:22.917,13.78,Z,1,13.88,X,3
NTLS,03/03/2014,09:37:22.917,13.78,Z,1,13.81,T,1
NTLS,03/03/2014,09:37:22.917,13.79,T,1,13.81,T,1
NTLS,03/03/2014,09:37:22.917,13.78,P,1,13.81,T,1
NTLS,03/03/2014,09:37:22.917,13.79,T,1,13.81,T,1
NTLS,03/03/2014,09:37:22.917,13.79,T,1,13.88,X,3
NTLS,03/03/2014,09:37:22.917,13.78,Y,6,13.88,X,3
NTLS,03/03/2014,09:37:22.917,13.79,J,1,13.88,X,3
NTLS,03/03/2014,09:37:22.917,13.78,Y,6,13.88,X,3
NTLS,03/03/2014,09:37:22.917,13.78,Y,6,13.87,J,5
NTLS,03/03/2014,09:37:22.919,13.78,T,3,13.87,J,5
NTLS,03/03/2014,09:37:22.920,13.78,T,2,13.87,J,5
NTLS,03/03/2014,09:37:22.923,13.79,Z,1,13.87,J,5
NTLS,03/03/2014,09:37:22.934,13.79,Z,1,13.83,T,1
NTLS,03/03/2014,09:37:23.019,13.79,Z,1,13.87,J,5
NTLS,03/03/2014,09:37:23.040,13.79,Z,1,13.87,X,1
NTLS,03/03/2014,09:37:23.448,13.79,Z,1,13.87,B,1
NTLS,03/03/2014,09:37:23.448,13.79,Z,1,13.87,C,1
NTLS,03/03/2014,09:37:23.449,13.79,Z,1,13.88,X,3
NTLS,03/03/2014,09:37:23.754,13.79,Z,1,13.9,B,2
NTLS,03/03/2014,09:37:24.010,13.79,Z,1,13.9,Y,5
NTLS,03/03/2014,09:37:24.313,13.79,Z,1,13.89,T,1
NTLS,03/03/2014,09:37:24.763,13.8,T,2,13.89,T,1
NTLS,03/03/2014,09:37:24.763,13.8,T,3,13.89,T,1
NTLS,03/03/2014,09:37:24.788,13.8,T,3,13.88,T,1
NTLS,03/03/2014,09:37:24.918,13.8,T,3,13.87,T,1
NTLS,03/03/2014,09:37:25.293,13.8,T,3,13.86,T,1
NTLS,03/03/2014,09:37:27.922,13.8,T,5,13.86,T,1
NTLS,03/03/2014,09:37:29.882,13.81,T,2,13.86,T,1
NTLS,03/03/2014,09:37:32.808,13.82,T,2,13.86,T,1
NTLS,03/03/2014,09:37:32.808,13.82,T,3,13.86,T,1
NTLS,03/03/2014,09:37:32.811,13.82,T,5,13.86,T,1
NTLS,03/03/2014,09:37:32.812,13.82,T,3,13.86,T,1
NTLS,03/03/2014,09:37:36.065,13.82,T,2,13.86,T,1
NTLS,03/03/2014,09:37:38.033,13.82,T,2,13.87,T,1
NTLS,03/03/2014,09:37:38.049,13.82,T,4,13.87,T,1
NTLS,03/03/2014,09:37:38.049,13.82,T,5,13.87,T,1
NTLS,03/03/2014,09:37:38.110,13.82,T,5,13.86,T,1
NTLS,03/03/2014,09:37:38.113,13.82,T,3,13.86,T,1
NTLS,03/03/2014,09:37:41.306,13.82,T,2,13.86,T,1
NTLS,03/03/2014,09:37:41.674,13.83,T,1,13.86,T,1
NTLS,03/03/2014,09:37:41.675,13.83,T,2,13.86,T,1
NTLS,03/03/2014,09:37:41.675,13.83,T,2,13.87,T,1
NTLS,03/03/2014,09:37:41.675,13.83,T,2,13.89,P,1
NTLS,03/03/2014,09:37:41.675,13.84,T,1,13.89,P,1
NTLS,03/03/2014,09:37:42.946,13.84,T,1,13.89,T,2
NTLS,03/03/2014,09:37:42.950,13.84,J,1,13.89,T,2
NTLS,03/03/2014,09:37:44.938,13.84,J,1,13.89,T,1
NTLS,03/03/2014,09:37:55.765,13.84,J,1,13.92,T,1
NTLS,03/03/2014,09:37:55.766,13.85,T,1,13.92,T,1
NTLS,03/03/2014,09:37:55.766,13.85,T,2,13.92,T,1
NTLS,03/03/2014,09:37:55.769,13.85,T,4,13.92,T,1
NTLS,03/03/2014,09:37:55.773,13.85,T,5,13.92,T,1
NTLS,03/03/2014,09:37:55.828,13.89,K,20,13.92,T,1
NTLS,03/03/2014,09:37:55.841,13.89,K,20,13.91,T,1
NTLS,03/03/2014,09:37:55.882,13.89,K,20,13.92,T,1
